Datum,Verzija,Modra_Stran,Rdeca_Stran,Zmagovalec,Modri_Igralci,Rdeci_Igralci,Liga
2015-02-08,,Snake Esports,Vici Gaming,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-02-08,,Vici Gaming,Snake Esports,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-02-08,,Team King,LGD Gaming,Team King,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-02-08,,LGD Gaming,Team King,Team King,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-02-07,,Star Horn Royal Club,Team WE,Team WE,"['Cola', ' inSec', ' corn', ' Wei', ' Zero']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-02-07,,Oh My God,Invictus Gaming,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Luo']","['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-02-07,,Team WE,Star Horn Royal Club,Star Horn Royal Club,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['Cola', ' inSec', ' corn', ' Wei', ' Zero']",LPL
2015-02-07,,Invictus Gaming,Oh My God,Invictus Gaming,"['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Luo']",LPL
2015-02-07,,EDward Gaming,Gamtee,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['LetMe', ' Danger', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-02-07,,Gamtee,EDward Gaming,EDward Gaming,"['LetMe', ' Danger', ' xiaohu', ' Tale', ' SinkDream']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-02-07,,Snake Esports,Energy Pacemaker,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-02-07,,Energy Pacemaker,Snake Esports,Snake Esports,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-02-06,,Star Horn Royal Club,Vici Gaming,Vici Gaming,"['Cola', ' inSec', ' corn', ' Wei', ' Zero']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-02-06,,Vici Gaming,Star Horn Royal Club,Star Horn Royal Club,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Cola', ' inSec', ' corn', ' Wei', ' Zero']",LPL
2015-02-06,,Invictus Gaming,LGD Gaming,Invictus Gaming,"['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-02-06,,LGD Gaming,Invictus Gaming,Invictus Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-02-06,,Team WE,Energy Pacemaker,Team WE,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-02-06,,Energy Pacemaker,Team WE,Energy Pacemaker,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-02-06,,EDward Gaming,Masters 3,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']",LPL
2015-02-06,,Masters 3,EDward Gaming,EDward Gaming,"['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-02-01,,Vici Gaming,EDward Gaming,EDward Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' Mouse']",LPL
2015-02-01,,EDward Gaming,Star Horn Royal Club,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['Cola', ' inSec', ' corn', ' HYY', ' Zero']",LPL
2015-02-01,,EDward Gaming,Vici Gaming,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' Mouse']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-02-01,,Star Horn Royal Club,EDward Gaming,EDward Gaming,"['Cola', ' inSec', ' corn', ' HYY', ' Zero']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-02-01,,Star Horn Royal Club,LGD Gaming,LGD Gaming,"['Cola', ' inSec', ' corn', ' HYY', ' Zero']","['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-02-01,,Snake Esports,Invictus Gaming,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-02-01,,LGD Gaming,Star Horn Royal Club,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Cola', ' inSec', ' corn', ' HYY', ' Zero']",LPL
2015-02-01,,Invictus Gaming,Snake Esports,Snake Esports,"['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-04-26,,EDward Gaming,LGD Gaming,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-04-26,,LGD Gaming,EDward Gaming,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']",LPL
2015-04-26,,EDward Gaming,LGD Gaming,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-04-26,,LGD Gaming,EDward Gaming,EDward Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']",LPL
2015-04-26,,EDward Gaming,LGD Gaming,LGD Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-04-25,,Invictus Gaming,Snake Esports,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-04-25,,Snake Esports,Invictus Gaming,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-04-25,,Invictus Gaming,Snake Esports,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-04-25,,Snake Esports,Invictus Gaming,Invictus Gaming,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-04-19,,LGD Gaming,Snake Esports,LGD Gaming,"['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-04-19,,Snake Esports,LGD Gaming,LGD Gaming,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-04-19,,LGD Gaming,Snake Esports,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-04-18,,Invictus Gaming,EDward Gaming,EDward Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']",LPL
2015-04-18,,EDward Gaming,Invictus Gaming,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-04-18,,Invictus Gaming,EDward Gaming,EDward Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']",LPL
2015-04-17,,Oh My God,LGD Gaming,LGD Gaming,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-04-17,,LGD Gaming,Oh My God,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-04-17,,Oh My God,LGD Gaming,LGD Gaming,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-04-16,,Snake Esports,Team King,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-04-16,,Team King,Snake Esports,Snake Esports,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-04-16,,Snake Esports,Team King,Team King,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-04-16,,Team King,Snake Esports,Team King,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-04-16,,Snake Esports,Team King,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-04-15,,Invictus Gaming,Vici Gaming,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-04-15,,Vici Gaming,Invictus Gaming,Invictus Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-04-15,,Invictus Gaming,Vici Gaming,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-04-15,,Vici Gaming,Invictus Gaming,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-04-14,,EDward Gaming,Team WE,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' meiko']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-04-14,,Team WE,EDward Gaming,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['Koro1', ' Clearlove', ' U', ' Deft', ' meiko']",LPL
2015-04-14,,EDward Gaming,Team WE,Team WE,"['Koro1', ' Clearlove', ' U', ' Deft', ' meiko']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-04-14,,Team WE,EDward Gaming,EDward Gaming,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['Koro1', ' Clearlove', ' U', ' Deft', ' meiko']",LPL
2015-04-14,,EDward Gaming,Team WE,EDward Gaming,"['Koro1', ' Clearlove', ' U', ' Deft', ' meiko']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-08-09,,EDward Gaming,Oh My God,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Amazing']",LPL
2015-08-09,,Oh My God,EDward Gaming,EDward Gaming,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' san']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']",LPL
2015-08-09,,Team WE,Unlimited Potential,Unlimited Potential,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']",LPL
2015-08-09,,Unlimited Potential,Team WE,Unlimited Potential,"['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-08-09,,Vici Gaming,LGD Gaming,Vici Gaming,"['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']","['Acorn', ' TBQ', ' GODV', ' imp', ' Pyl']",LPL
2015-08-09,,LGD Gaming,Vici Gaming,LGD Gaming,"['Acorn', ' TBQ', ' GODV', ' imp', ' Pyl']","['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']",LPL
2015-08-09,,Invictus Gaming,Snake Esports,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Flandre', ' ZZR', ' U', ' Martin', ' Ella']",LPL
2015-08-09,,Snake Esports,Invictus Gaming,Invictus Gaming,"['Flandre', ' ZZR', ' U', ' Martin', ' Ella']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-08-08,,Team WE,Invictus Gaming,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['Zzitai', ' KaKAO', ' RooKie', ' Time', ' Kitties']",LPL
2015-08-08,,Invictus Gaming,Team WE,Team WE,"['Zzitai', ' KaKAO', ' RooKie', ' Time', ' Kitties']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-08-08,,Oh My God,LGD Gaming,LGD Gaming,"['Gogoing', ' LoveLing', ' Cool', ' North', ' san']","['Flame', ' TBQ', ' GODV', ' imp', ' Pyl']",LPL
2015-08-08,,LGD Gaming,Oh My God,LGD Gaming,"['Acorn', ' TBQ', ' GODV', ' imp', ' Pyl']","['Gogoing', ' LoveLing', ' Cool', ' North', ' Amazing']",LPL
2015-08-08,,EDward Gaming,Masters 3,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']","['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']",LPL
2015-08-08,,Masters 3,EDward Gaming,EDward Gaming,"['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']",LPL
2015-08-08,,Team King,Unlimited Potential,Team King,"['inSec', ' hu1', ' corn', ' NaMei', ' Zero']","['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']",LPL
2015-08-07,,Unlimited Potential,Team King,Unlimited Potential,"['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']","['inSec', ' hu1', ' corn', ' NaMei', ' Zero']",LPL
2015-08-06,,Invictus Gaming,LGD Gaming,LGD Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Time', ' Kitties']","['Acorn', ' TBQ', ' GODV', ' imp', ' Pyl']",LPL
2015-08-06,,LGD Gaming,Invictus Gaming,Invictus Gaming,"['Flame', ' TBQ', ' GODV', ' imp', ' Pyl']","['Zzitai', ' KaKAO', ' RooKie', ' Time', ' Kitties']",LPL
2015-08-06,,Unlimited Potential,EDward Gaming,EDward Gaming,"['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']",LPL
2015-08-06,,EDward Gaming,Unlimited Potential,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']","['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']",LPL
2015-08-06,,Vici Gaming,Royal Never Give Up,Vici Gaming,"['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']","['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']",LPL
2015-08-06,,Royal Never Give Up,Vici Gaming,Royal Never Give Up,"['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']","['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']",LPL
2015-08-06,,Qiao Gu Reapers,Oh My God,Qiao Gu Reapers,"['V', ' Swift', ' Doinb', ' TnT', ' TcT']","['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']",LPL
2015-08-06,,Oh My God,Qiao Gu Reapers,Qiao Gu Reapers,"['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']","['V', ' Swift', ' Doinb', ' TnT', ' TcT']",LPL
2015-08-01,,Team King,Oh My God,Team King,"['inSec', ' hu1', ' corn', ' NaMei', ' Zero']","['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']",LPL
2015-08-01,,Oh My God,Team King,Oh My God,"['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']","['inSec', ' hu1', ' corn', ' NaMei', ' Zero']",LPL
2015-08-01,,Invictus Gaming,Royal Never Give Up,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Time', ' Kitties']","['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']",LPL
2015-08-01,,Royal Never Give Up,Invictus Gaming,Royal Never Give Up,"['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']","['Zzitai', ' KaKAO', ' RooKie', ' Time', ' Kitties']",LPL
2015-08-01,,Qiao Gu Reapers,Team WE,Qiao Gu Reapers,"['V', ' Swift', ' Doinb', ' TnT', ' TcT']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-08-01,,Team WE,Qiao Gu Reapers,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['V', ' Swift', ' Doinb', ' TnT', ' TcT']",LPL
2015-08-01,,Snake Esports,Masters 3,Snake Esports,"['Flandre', ' ZZR', ' U', ' Martin', ' Ella']","['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']",LPL
2015-08-01,,Masters 3,Snake Esports,Snake Esports,"['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']","['Flandre', ' ZZR', ' U', ' Martin', ' Ella']",LPL
2015-07-31,,Team King,Team WE,Team King,"['inSec', ' hu1', ' corn', ' NaMei', ' Zero']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-07-31,,Team WE,Team King,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['inSec', ' hu1', ' corn', ' NaMei', ' Zero']",LPL
2015-07-31,,Invictus Gaming,Masters 3,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Time', ' Kitties']","['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']",LPL
2015-07-31,,Masters 3,Invictus Gaming,Invictus Gaming,"['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']","['Zzitai', ' KaKAO', ' RooKie', ' Time', ' Kitties']",LPL
2015-07-31,,Unlimited Potential,Snake Esports,Snake Esports,"['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']","['Flandre', ' ZZR', ' U', ' Martin', ' Ella']",LPL
2015-07-31,,Snake Esports,Unlimited Potential,Snake Esports,"['Flandre', ' ZZR', ' U', ' Martin', ' Ella']","['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']",LPL
2015-07-31,,Qiao Gu Reapers,Royal Never Give Up,Qiao Gu Reapers,"['V', ' Swift', ' Doinb', ' TnT', ' TcT']","['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']",LPL
2015-07-31,,Royal Never Give Up,Qiao Gu Reapers,Royal Never Give Up,"['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']","['V', ' Swift', ' Doinb', ' TnT', ' TcT']",LPL
2015-07-30,,Team WE,EDward Gaming,EDward Gaming,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']",LPL
2015-07-30,,EDward Gaming,Team WE,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-07-30,,Snake Esports,Royal Never Give Up,Royal Never Give Up,"['Flandre', ' ZZR', ' U', ' Martin', ' Ella']","['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']",LPL
2015-07-30,,Royal Never Give Up,Snake Esports,Royal Never Give Up,"['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']","['Flandre', ' ZZR', ' U', ' Martin', ' Ella']",LPL
2015-07-30,,LGD Gaming,Team King,LGD Gaming,"['Flame', ' TBQ', ' GODV', ' imp', ' Pyl']","['inSec', ' hu1', ' corn', ' NaMei', ' Zero']",LPL
2015-07-30,,Team King,LGD Gaming,Team King,"['inSec', ' hu1', ' corn', ' NaMei', ' Zero']","['Flame', ' TBQ', ' GODV', ' imp', ' Pyl']",LPL
2015-07-30,,Unlimited Potential,Vici Gaming,Vici Gaming,"['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']","['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']",LPL
2015-07-30,,Vici Gaming,Unlimited Potential,Vici Gaming,"['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']","['Loong', ' Eimy', ' Punished', ' Skatch', ' Heart']",LPL
2015-07-25,,Invictus Gaming,Oh My God,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']",LPL
2015-07-25,,Oh My God,Invictus Gaming,Oh My God,"['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-07-25,,Team WE,Royal Never Give Up,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']",LPL
2015-07-25,,Royal Never Give Up,Team WE,Team WE,"['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-07-25,,Masters 3,Vici Gaming,Vici Gaming,"['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']","['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']",LPL
2015-07-25,,Vici Gaming,Masters 3,Masters 3,"['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']","['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']",LPL
2015-07-25,,Qiao Gu Reapers,Snake Esports,Qiao Gu Reapers,"['V', ' Swift', ' Doinb', ' TnT', ' TcT']","['Flandre', ' ZZR', ' U', ' Martin', ' Ella']",LPL
2015-07-25,,Snake Esports,Qiao Gu Reapers,Snake Esports,"['Flandre', ' ZZR', ' U', ' Martin', ' Ella']","['V', ' Swift', ' Doinb', ' TnT', ' TcT']",LPL
2015-07-24,,LGD Gaming,Team WE,LGD Gaming,"['Acorn', ' xiaoxi', ' GODV', ' imp', ' Pyl']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-07-24,,Team WE,LGD Gaming,LGD Gaming,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['Acorn', ' xiaoxi', ' GODV', ' imp', ' Pyl']",LPL
2015-07-24,,Qiao Gu Reapers,EDward Gaming,EDward Gaming,"['V', ' Swift', ' Doinb', ' TnT', ' TcT']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']",LPL
2015-07-24,,EDward Gaming,Qiao Gu Reapers,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']","['V', ' Swift', ' Doinb', ' TnT', ' TcT']",LPL
2015-07-24,,Team King,Invictus Gaming,Invictus Gaming,"['inSec', ' hu1', ' corn', ' NaMei', ' Zero']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-07-24,,Invictus Gaming,Team King,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['inSec', ' hu1', ' corn', ' NaMei', ' Zero']",LPL
2015-07-24,,Snake Esports,Vici Gaming,Snake Esports,"['Flandre', ' ZZR', ' U', ' Martin', ' Ella']","['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']",LPL
2015-07-24,,Vici Gaming,Snake Esports,Vici Gaming,"['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']","['Flandre', ' ZZR', ' U', ' Martin', ' Ella']",LPL
2015-07-23,,Oh My God,Team WE,Oh My God,"['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']",LPL
2015-07-23,,Team WE,Oh My God,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' Conan']","['xiyang', ' juejue', ' Cool', ' Uzi', ' Amazing']",LPL
2015-07-23,,Royal Never Give Up,EDward Gaming,EDward Gaming,"['LetMe', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']","['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']",LPL
2015-07-23,,EDward Gaming,Royal Never Give Up,EDward Gaming,"['Koro1', ' Clearlove', ' PawN', ' Deft', ' Meiko']","['Skye', ' Mlxg', ' xiaohu', ' wuxx', ' LeY']",LPL
2015-07-23,,Team King,Vici Gaming,Vici Gaming,"['inSec', ' hu1', ' corn', ' NaMei', ' Zero']","['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']",LPL
2015-07-23,,Vici Gaming,Team King,Vici Gaming,"['DanDy', ' World6', ' Peng', ' Xuan', ' Mata']","['inSec', ' hu1', ' corn', ' NaMei', ' Zero']",LPL
2015-07-23,,Qiao Gu Reapers,Masters 3,Qiao Gu Reapers,"['V', ' Swift', ' Doinb', ' TnT', ' TcT']","['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']",LPL
2015-07-23,,Masters 3,Qiao Gu Reapers,Masters 3,"['Looper', ' Condi', ' dade', ' SmLz', ' Ruo']","['V', ' Swift', ' Doinb', ' TnT', ' TcT']",LPL
2015-07-18,,Snake Esports,Oh My God,Snake Esports,"['Flandre', ' ZZR', ' U', ' Martin', ' Ella']","['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']",LPL
2015-07-18,,Oh My God,Snake Esports,Snake Esports,"['xiyang', ' LoveLing', ' Cool', ' North', ' Amazing']","['Flandre', ' ZZR', ' U', ' Martin', ' Ella']",LPL
2015-07-18,,Masters 3,LGD Gaming,LGD Gaming,"['Looper', ' Condi', ' dade', ' SmLz', ' Lovecd']","['Acorn', ' xiaoxi', ' GODV', ' imp', ' Pyl']",LPL
2015-07-18,,LGD Gaming,Masters 3,LGD Gaming,"['Flame', ' xiaoxi', ' GODV', ' imp', ' Pyl']","['Looper', ' Condi', ' dade', ' SmLz', ' Lovecd']",LPL
